Hãng Sản Xuất,Độ Dày,Trọng Lượng,RAM,Bộ Nhớ,Dung Lượng Pin,Hệ Điều Hành,Giá Bán,Hãng CPU,Số Lõi,Xung nhịp tối đa,Cache,Loại Màn Hình,Độ Phân Giải,Số Cổng Giao Tiếp,Hãng GPU,Phân Loại
msi,20.45,1.6,16.0,512.0,61.154671717171716,win 11,24790000.0,i7,10.0,4.9,24.0,ips,1920x1200,3,nvidia,Kỹ thuật / Lập trình
hp,10.9,1.39,8.0,512.0,61.154671717171716,win 11,21990000.0,core 1,12.0,4.3,12.0,ips,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
hp,15.9,1.31,16.0,512.0,61.154671717171716,win 11,21690000.0,ultra 5,12.0,4.3,12.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.31,16.0,512.0,61.154671717171716,win 11,22890000.0,ultra 5,12.0,4.3,12.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,22.9,2.31,16.0,512.0,61.154671717171716,win 11,27990000.0,i5,10.0,4.6,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,22.9,2.31,16.0,48.0,61.154671717171716,win 11,24990000.0,i5,8.0,4.7,18.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,17090000.0,i5,10.0,4.5,12.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
dell,18.9,1.74,16.0,1024.0,61.154671717171716,win 11,30990000.0,core 7,4.0,5.4,12.0,wva,1920x1200,4,intel,Văn phòng / Học tập
dell,16.69,1.66,8.0,512.0,61.154671717171716,win 11,15990000.0,i5,8.0,1.3,12.0,led/wva,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
dell,23.56,1.66,8.0,1024.0,61.154671717171716,win 11,21990000.0,i7,10.0,5.0,12.0,none,1920x1080,5,intel,Kỹ thuật / Lập trình
dell,19.9,1.83,8.0,512.0,61.154671717171716,win 11,14590000.0,i5,8.0,1.3,12.0,none,1366x768,3,intel,Kỹ thuật / Lập trình
dell,17.98,1.6,8.0,512.0,61.154671717171716,win 11,12590000.0,i3,5.0,4.5,10.0,led/wva,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,18.0,1.8,8.0,512.0,61.154671717171716,win 11,21290000.0,ultra 5,12.0,4.5,18.0,ips,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,32990000.0,ultra 7,12.0,4.8,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,32990000.0,ryzen 7,8.0,5.1,16.0,led,2880x1800,4,amd,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,28990000.0,ryzen 5,6.0,4.9,16.0,led,2880x1800,4,amd,Laptop 2 trong 1 / Cảm ứng
hp,18.6,1.59,8.0,24.0,61.154671717171716,win 11,23890000.0,ultra 7,12.0,4.8,24.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,27590000.0,core 1,12.0,4.3,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,33990000.0,core 1,12.0,4.8,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,33990000.0,core 1,12.0,4.8,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,33990000.0,ryzen 7,8.0,1.0,16.0,led,2880x1800,3,amd,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,32490000.0,core 1,12.0,4.8,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
lenovo,16.1,1.6,16.0,512.0,71.0,win 11,16990000.0,i5,8.0,4.6,12.0,ips,1920x1200,7,intel,Di động / Mỏng nhẹ / Ultrabook
dell,15.7,1.3,16.0,2048.0,61.154671717171716,win 11,54500000.0,ultra 5,12.0,4.5,18.0,led,2560x1600,2,intel,Thiết kế đồ họa / Multimedia
asus,12.4,1.2,16.0,32.0,61.154671717171716,win 11,42990000.0,ultra 7,12.0,5.1,24.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
dell,18.9,1.67,8.0,512.0,61.154671717171716,win 11,13890000.0,i5,8.0,4.4,12.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
dell,17.5,1.65,8.0,512.0,61.154671717171716,win 11,13890000.0,i5,10.0,4.4,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
dell,22.0,2.1,8.0,512.0,61.154671717171716,win 11,16490000.0,i5,8.0,4.6,12.0,wva,1920x1080,2,intel,Kỹ thuật / Lập trình
dell,22.0,2.1,8.0,512.0,61.154671717171716,win 11,16790000.0,i5,8.0,4.6,12.0,wva,1920x1080,2,intel,Kỹ thuật / Lập trình
dell,17.9,1.87,8.0,1024.0,61.154671717171716,win 11,27790000.0,core 7,4.0,5.4,12.0,wva,1920x1200,4,nvidia,Di động / Mỏng nhẹ / Ultrabook
dell,15.7,1.3,16.0,1024.0,61.154671717171716,win 11,21520000.0,ultra 7,12.0,4.8,24.0,ips,2560x1600,2,intel,Thiết kế đồ họa / Multimedia
acer,16.5,1.5,16.0,1024.0,61.154671717171716,win 11,21520000.0,ultra 7,12.0,4.8,24.0,led,2880x1800,6,nvidia,Thiết kế đồ họa / Multimedia
acer,16.5,1.5,16.0,1024.0,61.154671717171716,win 11,21520000.0,ultra 7,12.0,4.8,24.0,led,2880x1800,6,nvidia,Thiết kế đồ họa / Multimedia
acer,16.5,1.5,16.0,1024.0,61.154671717171716,win 11,21520000.0,ultra 7,12.0,4.8,24.0,ips,2880x1800,6,nvidia,Thiết kế đồ họa / Multimedia
acer,19.9,1.75,8.0,512.0,61.154671717171716,win 11,21520000.0,i3,6.0,3.8,6.0,ips,1920x1080,2,intel,Văn phòng / Học tập
acer,15.98,2.8,16.0,1024.0,61.154671717171716,win 11,21520000.0,i9,24.0,5.8,36.0,ips,2560x1600,4,nvidia,Gaming
acer,21.5,2.5,16.0,4096.0,61.154671717171716,win 11,21520000.0,ryzen 7,8.0,5.1,16.0,ips,2560x1440,6,nvidia,Gaming
acer,15.9,1.2,16.0,1024.0,61.154671717171716,win 11,17990000.0,ryzen 5,8.0,4.5,16.0,ips/led,1920x1080,5,amd,Di động / Mỏng nhẹ / Ultrabook
acer,19.9,1.5,8.0,2048.0,61.154671717171716,win 11,21520000.0,i5,8.0,4.4,12.0,ips/led,1920x1200,5,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,1024.0,61.154671717171716,win 11,21520000.0,ryzen 5,10.0,4.6,16.0,led/ips,1920x1080,5,amd,Kỹ thuật / Lập trình
asus,24.9,2.3,48.0,512.0,48.0,win 11,19690000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,5,nvidia,Gaming
acer,18.9,1.8,8.0,2048.0,58.0,win 11,15690000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
msi,21.5,1.86,16.0,512.0,53.0,win 11,16590000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
lenovo,23.5,2.35,16.0,512.0,60.0,win 11,26590000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,5,nvidia,Gaming
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,19790000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
dell,17.9,1.87,8.0,1024.0,61.154671717171716,win 11,22790000.0,core 5,4.0,5.0,12.0,wva,1920x1200,4,intel,Di động / Mỏng nhẹ / Ultrabook
dell,17.31,1.6,16.0,1024.0,61.154671717171716,win 11,22790000.0,core 5,10.0,5.0,12.0,wva,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
dell,21.9,2.0,8.0,512.0,61.154671717171716,win 11,17990000.0,i3,10.0,4.6,16.0,wva/ips,1920x1080,4,intel,Kỹ thuật / Lập trình
asus,19.9,1.6,8.0,512.0,61.154671717171716,win 11,17890000.0,i7,14.0,4.7,24.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.6,8.0,512.0,50.0,win 11,16850000.0,i5,8.0,4.7,18.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
acer,17.5,1.27,16.0,512.0,61.154671717171716,win 11,18590000.0,ultra 5,12.0,4.3,12.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,18.0,1.81,16.0,48.0,47.0,win 11,20190000.0,i5,8.0,4.6,12.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
lenovo,16.1,1.7,16.0,512.0,45.0,win 11,20690000.0,ultra 5,12.0,4.3,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
dell,22.0,2.1,8.0,2048.0,61.154671717171716,win 11,20290000.0,i7,10.0,5.0,24.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
msi,24.9,2.25,88.0,512.0,61.154671717171716,win 11,26790000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
lenovo,16.1,1.6,16.0,512.0,61.154671717171716,win 11,16790000.0,i5,8.0,4.6,12.0,ips,1920x1200,3,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,88.0,61.154671717171716,no os,30990000.0,ultra 7,12.0,4.8,24.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,16.0,58.0,no os,29990000.0,ultra 5,12.0,4.3,12.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.8,16.0,512.0,61.154671717171716,win 11,24890000.0,i7,12.0,5.0,18.0,none,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,16.0,1024.0,90.0,win 11,29790000.0,i7,14.0,4.9,24.0,ips,1920x1080,3,nvidia,Gaming
dell,16.69,1.66,8.0,512.0,61.154671717171716,win 11,16690000.0,i5,8.0,1.3,12.0,ips,1920x1080,2,intel,Di động / Mỏng nhẹ / Ultrabook
acer,23.9,2.5,16.0,2048.0,61.154671717171716,win 11,22490000.0,i7,14.0,4.7,24.0,ips/led,1920x1080,4,nvidia,Gaming
lenovo,15.0,1.59,32.0,1024.0,61.154671717171716,win 11,44490000.0,ultra 7,12.0,4.8,24.0,led,2880x1800,5,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,24.0,512.0,61.154671717171716,win 11,33290000.0,i7,14.0,4.9,24.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,23.65,2.4,16.0,512.0,60.0,win 11,25190000.0,i5,8.0,4.4,12.0,ips,1920x1080,7,nvidia,Gaming
lenovo,19.5,2.3,16.0,1024.0,61.154671717171716,win 11,105900000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,17.9,1.37,16.0,1024.0,47.0,win 11,14990000.0,i5,8.0,4.4,12.0,ips,1920x1080,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.9,1.48,32.0,1024.0,61.154671717171716,win 11,29990000.0,qualcomm snapdragon,8.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,2.32,16.0,1024.0,61.154671717171716,win 11,38990000.0,i7,16.0,4.9,24.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,19.9,1.48,16.0,512.0,61.154671717171716,win 11,21490000.0,ryzen 7,8.0,5.1,16.0,led,1920x1200,5,amd,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.48,16.0,512.0,61.154671717171716,win 11,26990000.0,qualcomm snapdragon,8.0,4.6,16.0,led,1920x1200,5,qualcomm,Thiết kế đồ họa / Multimedia
lenovo,19.9,2.32,16.0,512.0,61.154671717171716,win 11,35490000.0,i7,16.0,4.9,24.0,ips,1920x1080,7,nvidia,Gaming
asus,24.75,2.4,16.0,2048.0,61.154671717171716,win 11,21520000.0,i9,10.0,4.6,16.0,led,2560x1600,5,nvidia,Gaming
asus,19.9,1.42,8.0,1024.0,61.154671717171716,win 11,30890000.0,qualcomm snapdragon,8.0,3.4,42.0,led,2880x1620,4,qualcomm,Thiết kế đồ họa / Multimedia
asus,14.9,1.3,8.0,512.0,75.0,win 11,21520000.0,ultra 7,16.0,4.8,24.0,led,3200x2000,4,intel,Thiết kế đồ họa / Multimedia
asus,14.9,1.3,8.0,512.0,61.154671717171716,win 11,24650000.0,ultra 5,12.0,4.5,18.0,led,3200x2000,2,intel,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,27490000.0,i7,14.0,4.9,24.0,ips,1920x1080,5,nvidia,Gaming
dell,17.5,1.65,8.0,512.0,61.154671717171716,win 11,14990000.0,i5,10.0,4.4,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
msi,22.42,1.98,16.0,512.0,61.154671717171716,win 11,27590000.0,i7,10.0,4.9,24.0,ips,1920x1080,3,nvidia,Kỹ thuật / Lập trình
dell,17.98,1.84,8.0,512.0,61.154671717171716,win 11,12690000.0,i3,6.0,4.5,10.0,led/wva,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
msi,21.5,1.86,72.0,512.0,61.154671717171716,win 11,17990000.0,ryzen 5,8.0,4.55,16.0,ips,1920x1080,3,nvidia,Kỹ thuật / Lập trình
msi,21.5,1.85,8.0,512.0,53.0,win 11,20750000.0,ryzen 5,8.0,4.5,16.0,ips,1920x1080,6,nvidia,Kỹ thuật / Lập trình
acer,22.9,2.1,16.0,512.0,61.154671717171716,win 11,18790000.0,ryzen 5,8.0,4.55,16.0,ips,1920x1200,5,nvidia,Gaming
acer,22.9,2.1,16.0,2048.0,61.154671717171716,win 11,24990000.0,i5,8.0,4.6,12.0,ips,1920x1200,5,nvidia,Gaming
acer,14.9,1.7,8.0,256.0,61.154671717171716,win 11,9290000.0,i3,6.0,4.4,10.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
acer,16.5,1.2,16.0,512.0,65.0,win 11,25590000.0,core 1,12.0,4.8,24.0,led,2880x1800,5,intel,Thiết kế đồ họa / Multimedia
acer,16.5,1.2,16.0,512.0,65.0,win 11,22890000.0,core 1,12.0,4.5,18.0,led,2880x1800,5,intel,Thiết kế đồ họa / Multimedia
dell,16.49,1.56,16.0,1024.0,61.154671717171716,win 11,27590000.0,core 7,4.0,5.4,12.0,wva,2560x1440,4,nvidia,Thiết kế đồ họa / Multimedia
acer,25.1,2.5,16.0,4096.0,61.154671717171716,win 11,32990000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1200,6,nvidia,Gaming
acer,25.1,2.5,16.0,4096.0,61.154671717171716,win 11,28750000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1200,6,nvidia,Gaming
acer,25.1,2.5,16.0,4096.0,61.154671717171716,win 11,25890000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1200,6,nvidia,Gaming
acer,25.1,2.5,16.0,4096.0,61.154671717171716,win 11,26990000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1200,6,nvidia,Gaming
acer,14.9,1.7,8.0,2048.0,61.154671717171716,win 11,12690000.0,i5,8.0,4.4,12.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.4,2.31,16.0,32.0,61.154671717171716,win 11,21520000.0,i7,16.0,5.2,30.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,23890000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1200,4,amd,Gaming
asus,24.75,2.4,16.0,1024.0,90.0,win 11,84900000.0,i9,10.0,4.6,16.0,led,2560x1600,4,nvidia,Gaming
asus,24.9,2.3,16.0,1024.0,73.0,win 11,21520000.0,ryzen 9,8.0,4.0,24.0,ips,2560x1600,5,nvidia,Gaming
msi,24.75,2.3,112.0,1024.0,61.154671717171716,win 11,39200000.0,i7,16.0,5.2,30.0,ips,2560x1600,3,nvidia,Gaming
asus,20.0,2.1,16.0,512.0,61.154671717171716,win 11,19990000.0,i7,10.0,4.6,16.0,ips,1920x1200,4,nvidia,Gaming
asus,24.9,2.3,48.0,512.0,61.154671717171716,win 11,23990000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,5,nvidia,Gaming
lenovo,18.93,1.4,16.0,72.0,61.154671717171716,win 11,24590000.0,i7,14.0,5.0,18.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
asus,24.9,2.3,16.0,512.0,90.0,win 11,25950000.0,ryzen 7,8.0,5.0,20.0,ips,1920x1080,4,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,48.0,win 11,18290000.0,ryzen 7,8.0,4.0,16.0,ips,1920x1080,3,nvidia,Gaming
asus,20.0,2.1,16.0,512.0,70.0,win 11,22890000.0,i7,10.0,4.6,16.0,ips,1920x1200,4,nvidia,Gaming
dell,22.0,2.1,8.0,2048.0,61.154671717171716,win 11,21190000.0,i5,10.0,5.0,12.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
asus,24.75,2.4,16.0,512.0,90.0,win 11,35990000.0,i9,10.0,4.6,16.0,ips,2560x1600,3,nvidia,Gaming
hp,19.2,1.38,16.0,512.0,61.154671717171716,win 11,33990000.0,ryzen 7,8.0,1.0,16.0,ips,1920x1200,3,amd,Di động / Mỏng nhẹ / Ultrabook
hp,19.2,1.38,16.0,512.0,61.154671717171716,win 11,28690000.0,ryzen 5,6.0,4.0,16.0,ips,1920x1200,3,amd,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,20890000.0,ryzen 7,8.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,20890000.0,ryzen 7,8.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,18590000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,17790000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,22590000.0,ryzen 7,8.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,18490000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,512.0,61.154671717171716,win 11,16890000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,4,amd,Thiết kế đồ họa / Multimedia
hp,15.9,1.22,16.0,512.0,61.154671717171716,win 11,21550000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.22,16.0,512.0,61.154671717171716,win 11,24990000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.22,16.0,512.0,61.154671717171716,win 11,25990000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
acer,18.9,1.7,8.0,2048.0,58.0,win 11,13090000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,2,intel,Kỹ thuật / Lập trình
hp,18.6,1.59,8.0,8.0,61.154671717171716,win 11,11890000.0,i3,6.0,1.2,10.0,none,1366x768,3,intel,Văn phòng / Học tập
hp,18.6,1.59,256.0,8.0,61.154671717171716,win 11,21520000.0,i3,6.0,1.2,10.0,none,1366x768,3,intel,Văn phòng / Học tập
acer,19.0,2.1,8.0,512.0,50.0,win 11,17890000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,6,nvidia,Gaming
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,37990000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,33490000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,32490000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,21520000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,29990000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,21520000.0,ryzen 7,8.0,3.2,20.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,31890000.0,i5,12.0,4.7,18.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,30990000.0,i5,12.0,4.7,18.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,23.9,2.3,16.0,48.0,61.154671717171716,win 11,28990000.0,i5,12.0,4.7,18.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
hp,17.9,1.39,8.0,512.0,61.154671717171716,win 11,19990000.0,i7,14.0,5.0,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,18.0,1.69,8.0,32.0,61.154671717171716,win 11,21950000.0,i7,14.0,5.0,12.0,ips,1920x1080,2,intel,Kỹ thuật / Lập trình
hp,18.0,1.69,8.0,32.0,61.154671717171716,win 11,23590000.0,i7,14.0,5.0,12.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
hp,18.6,1.59,8.0,32.0,61.154671717171716,win 11,19850000.0,i7,14.0,5.0,12.0,ips,1920x1080,2,intel,Kỹ thuật / Lập trình
lenovo,18.0,1.81,16.0,72.0,47.0,win 11,19490000.0,i5,8.0,4.6,12.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,28990000.0,ryzen 5,6.0,3.5,20.0,led,7680x4320,4,amd,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,27790000.0,ultra 5,12.0,1.3,12.0,led,7680x4320,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,26890000.0,ultra 5,12.0,1.3,12.0,led,7680x4320,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,30.5,1.58,8.0,512.0,61.154671717171716,win 11,21990000.0,ryzen 7,8.0,4.4,16.0,ips,1920x1200,4,amd,Kỹ thuật / Lập trình
lenovo,17.0,1.8,8.0,512.0,61.154671717171716,win 11,15090000.0,i5,8.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,22590000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
lenovo,15.98,1.6,16.0,16.0,61.154671717171716,no os,29490000.0,ultra 5,14.0,4.5,18.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,16.1,1.6,16.0,512.0,60.0,win 11,19990000.0,i7,10.0,5.0,12.0,ips,1920x1200,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,16.1,1.6,16.0,512.0,71.0,win 11,21990000.0,i7,14.0,5.0,12.0,ips,1920x1200,7,intel,Di động / Mỏng nhẹ / Ultrabook
asus,19.9,1.64,8.0,512.0,61.154671717171716,win 11,17790000.0,i5,8.0,4.7,18.0,led,2880x1620,4,intel,Thiết kế đồ họa / Multimedia
asus,20.0,2.1,16.0,512.0,61.154671717171716,win 11,17390000.0,i7,10.0,4.6,16.0,ips,2560x1600,4,nvidia,Gaming
acer,24.9,2.1,16.0,2048.0,61.154671717171716,win 11,22990000.0,i5,8.0,4.6,12.0,ips,1920x1080,7,nvidia,Gaming
lenovo,19.9,1.46,16.0,1024.0,56.6,win 11,18890000.0,i5,8.0,4.7,18.0,led,1920x1200,6,intel,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,32.0,57.0,win 11,28900000.0,i7,14.0,1.7,24.0,ips,2560x1440,5,intel,Thiết kế đồ họa / Multimedia
dell,22.0,2.1,16.0,1024.0,61.154671717171716,win 11,25990000.0,core 7,4.0,1.7,24.0,wva,1920x1200,4,intel,Văn phòng / Học tập
dell,22.0,2.1,72.0,512.0,61.154671717171716,win 11,19290000.0,ryzen 5,10.0,4.6,16.0,wva,1920x1200,3,intel,Kỹ thuật / Lập trình
asus,24.75,2.4,16.0,1024.0,90.0,win 11,59900000.0,i9,10.0,4.6,16.0,ips,2560x1600,3,nvidia,Gaming
asus,24.75,2.4,16.0,1024.0,90.0,win 11,47990000.0,i9,10.0,4.6,16.0,ips,2560x1600,3,nvidia,Gaming
lenovo,16.1,1.7,16.0,512.0,61.154671717171716,win 11,17590000.0,i5,8.0,4.6,12.0,ips,1920x1200,7,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.22,16.0,512.0,61.154671717171716,win 11,21190000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.69,8.0,512.0,41.0,win 11,16290000.0,core 7,10.0,4.7,24.0,ips,1080x1920,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.7,48.0,512.0,61.154671717171716,win 11,14690000.0,i5,8.0,4.4,12.0,led,1920x1080,3,intel,Thiết kế đồ họa / Multimedia
hp,16.9,1.39,32.0,512.0,61.154671717171716,win 11,21520000.0,ultra 7,3.0,4.8,12.0,led,2048x1280,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.1,1.39,32.0,512.0,61.154671717171716,win 11,33990000.0,ultra 7,3.0,4.8,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,32.0,512.0,61.154671717171716,win 11,21520000.0,ultra 7,12.0,1.2,24.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,18.0,1.4,32.0,512.0,61.154671717171716,win 11,32490000.0,ultra 7,12.0,5.2,12.0,led,7680x4320,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.1,1.34,16.0,1024.0,61.154671717171716,win 11,28490000.0,ultra 5,3.0,4.3,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,1024.0,61.154671717171716,win 11,28490000.0,ultra 5,8.0,4.3,12.0,led,2880x1800,4,intel,Laptop 2 trong 1 / Cảm ứng
